[zipcode=]울산 남구 개운동  18397 ]
[zipcode=]울산 남구 고사동  18398 ]
[zipcode=]울산 남구 남화동  18399 ]
[zipcode=]울산 북구 호계동 주공아파트 (101∼111동) 18850 ]
[zipcode=]울산 북구 호계동 주공아파트 (201∼210동) 18851 ]
[zipcode=]울산 북구 호계동 1∼680 18852 ]
[zipcode=]울산 북구 호계동 681∼1000 18853 ]
[zipcode=]울산 북구 호계동 산6∼104 18854 ]
[zipcode=]울산 북구 호계동  18855 ]
[zipcode=]울산 북구 화봉동 대우아파트  18856 ]
[zipcode=]울산 북구 화봉동 동아청구아파트  18857 ]
[zipcode=]울산 북구 화봉동 한우리아파트  18858 ]
[zipcode=]울산 북구 화봉동 화봉1주공아파트 (101∼107동) 18859 ]
[zipcode=]울산 북구 화봉동 화봉2주공아파트 (201∼213동) 18860 ]
[zipcode=]울산 북구 화봉동 화봉휴먼시아아파트 (301∼311동) 18861 ]
[zipcode=]울산 북구 화봉동 효성삼환아파트  18862 ]
[zipcode=]울산 북구 화봉동  18863 ]
[zipcode=]울산 북구 효문동  18864 ]
[zipcode=]울산 중구 교동  18865 ]
[zipcode=]울산 중구 남외동 남외푸르지오1차아파트 (101∼111동) 18866 ]
[zipcode=]울산 중구 남외동 남외푸르지오2차아파트 (201∼209동) 18867 ]
[zipcode=]울산 중구 남외동 병영삼일아파트  18868 ]
[zipcode=]울산 중구 남외동 삼환나우빌1단지 (101∼102동) 18869 ]
[zipcode=]울산 중구 남외동 삼환나우빌2단지 (101∼104동) 18870 ]
[zipcode=]울산 중구 남외동 에일린의뜰아파트 (101∼116동) 18871 ]
[zipcode=]울산 중구 남외동 울산중부경찰서  18872 ]
[zipcode=]울산 중구 남외동 1∼51 18873 ]
[zipcode=]울산 중구 남외동 52∼440 18874 ]
[zipcode=]울산 중구 남외동 441∼1036 18875 ]
[zipcode=]울산 중구 남외동  18876 ]
[zipcode=]울산 중구 다운동 다운아파트  18877 ]
[zipcode=]울산 중구 다운동 동아아파트  18878 ]
[zipcode=]울산 중구 다운동 삼성아파트 (101∼103동) 18879 ]
[zipcode=]울산 중구 다운동 현대아파트 (101∼103동) 18880 ]
[zipcode=]울산 중구 다운동 1∼499 18881 ]
[zipcode=]울산 중구 다운동 500∼699 18882 ]
[zipcode=]울산 중구 다운동 700∼999 18883 ]
[zipcode=]울산 중구 다운동 산101 18884 ]
[zipcode=]울산 중구 다운동  18885 ]
[zipcode=]울산 중구 동동 울산기능대학교  18886 ]
[zipcode=]울산 중구 동동  18887 ]
[zipcode=]울산 중구 반구1동 264∼267 18888 ]
[zipcode=]울산 중구 반구1동 284∼436 18889 ]
[zipcode=]울산 중구 반구1동 443 18890 ]
[zipcode=]울산 중구 반구1동 444∼590 18891 ]
[zipcode=]울산 중구 반구1동 591∼600 18892 ]
[zipcode=]울산 중구 반구1동 601∼729 18893 ]
[zipcode=]울산 중구 반구1동 730∼738 18894 ]
[zipcode=]울산 중구 반구1동 752∼755 18895 ]
[zipcode=]울산 중구 반구1동 756∼799 18896 ]
[zipcode=]울산 중구 반구1동 800∼999 18897 ]
[zipcode=]울산 중구 반구1동  18898 ]
[zipcode=]울산 중구 반구2동 KT울산지사  18899 ]
[zipcode=]울산 중구 반구2동 세창짜임아파트 (101∼102동) 18900 ]
[zipcode=]울산 중구 반구2동 1∼99 18901 ]
[zipcode=]울산 중구 반구2동 100∼263 18902 ]
[zipcode=]울산 중구 반구2동 268∼283 18903 ]
[zipcode=]울산 중구 반구2동 437∼439 18904 ]
[zipcode=]울산 중구 반구2동 440∼442 18905 ]
[zipcode=]울산 중구 반구2동 739∼749 18906 ]
[zipcode=]울산 중구 반구2동 750∼751 18907 ]
[zipcode=]울산 중구 반구2동  18908 ]
[zipcode=]울산 중구 반구동  18909 ]
[zipcode=]울산 중구 복산1동 동덕현대아파트  18910 ]
[zipcode=]울산 중구 복산1동 제일아파트  18911 ]
[zipcode=]울산 중구 복산1동 302∼304 18912 ]
[zipcode=]울산 중구 복산1동 315∼360 18913 ]
[zipcode=]울산 중구 복산1동 396∼472 18914 ]
[zipcode=]울산 중구 복산1동 473-(2∼3) 18915 ]
[zipcode=]울산 중구 복산1동 473-(5∼8) 18916 ]
[zipcode=]울산 중구 복산1동 474 18917 ]
[zipcode=]울산 중구 복산1동 476∼477 18918 ]
[zipcode=]울산 중구 복산1동 479-(1∼3) 18919 ]
[zipcode=]울산 중구 복산1동 479-(5∼7) 18920 ]
[zipcode=]울산 중구 복산1동 480∼508 18921 ]
[zipcode=]울산 중구 복산1동 509∼718 18922 ]
[zipcode=]울산 중구 복산1동 723 18923 ]
[zipcode=]울산 중구 복산1동 725∼728 18924 ]
[zipcode=]울산 중구 복산1동 730∼754 18925 ]
[zipcode=]울산 중구 복산1동 산9 18926 ]
[zipcode=]울산 중구 복산1동 산12∼18 18927 ]
[zipcode=]울산 중구 복산1동  18928 ]
[zipcode=]울산 중구 복산2동 남운럭키아파트  18929 ]
[zipcode=]울산 중구 복산2동 성지아파트  18930 ]
[zipcode=]울산 중구 복산2동 세운파레스맨션  18931 ]
[zipcode=]울산 중구 복산2동 중구청  18932 ]
[zipcode=]울산 중구 복산2동 1∼65 18933 ]
[zipcode=]울산 중구 복산2동 66∼96 18934 ]
[zipcode=]울산 중구 복산2동 97∼200 18935 ]
[zipcode=]울산 중구 복산2동 201∼301 18936 ]
[zipcode=]울산 중구 복산2동 305∼314 18937 ]
[zipcode=]울산 중구 복산2동 361∼395 18938 ]
[zipcode=]울산 중구 복산2동 473-(1) 18939 ]
[zipcode=]울산 중구 복산2동 473-(4) 18940 ]
[zipcode=]울산 중구 복산2동 473-(9) 18941 ]
[zipcode=]울산 중구 복산2동 475 18942 ]
[zipcode=]울산 중구 복산2동 478 18943 ]
[zipcode=]울산 중구 복산2동 479-(4) 18944 ]
[zipcode=]울산 중구 복산2동 719∼722 18945 ]
[zipcode=]울산 중구 복산2동 724 18946 ]
[zipcode=]울산 중구 복산2동 729 18947 ]
[zipcode=]울산 중구 복산2동 산1∼8 18948 ]
[zipcode=]울산 중구 복산2동 산11 18949 ]
[zipcode=]울산 중구 복산2동 산23 18950 ]
[zipcode=]울산 중구 복산2동  18951 ]
[zipcode=]울산 중구 복산동  18952 ]
[zipcode=]울산 중구 북정동  18953 ]
[zipcode=]울산 중구 서동  18954 ]
[zipcode=]울산 중구 성남동 1∼178 18955 ]
[zipcode=]울산 중구 성남동 179∼182 18956 ]
[zipcode=]울산 중구 성남동 183∼357 18957 ]
[zipcode=]울산 중구 성남동  18958 ]
[zipcode=]울산 중구 성안동 경동햇빛마을아파트  18959 ]
[zipcode=]울산 중구 성안동 금호아파트 (101∼106동) 18960 ]
[zipcode=]울산 중구 성안동 벽산e-빌리지아파트 (101∼106동) 18961 ]
[zipcode=]울산 중구 성안동 울산지방경찰청  18962 ]
[zipcode=]울산 중구 성안동 청구타운아파트  18963 ]
[zipcode=]울산 중구 성안동  18964 ]
[zipcode=]울산 중구 약사동 삼성래미안1차아파트 (101∼108동) 18965 ]
[zipcode=]울산 중구 약사동 삼성래미안2차아파트  18966 ]
[zipcode=]울산 중구 약사동  18967 ]
[zipcode=]울산 중구 옥교동  18968 ]
[zipcode=]울산 중구 우정동 선경1차아파트  18969 ]
[zipcode=]울산 중구 우정동 선경2차아파트 (201∼215동) 18970 ]
[zipcode=]울산 중구 우정동 우정아이파크아파트 (101∼110동) 18971 ]
[zipcode=]울산 중구 우정동 1∼89 18972 ]
[zipcode=]울산 중구 우정동 90∼265 18973 ]
[zipcode=]울산 중구 우정동 266∼278 18974 ]
[zipcode=]울산 중구 우정동 279∼299 18975 ]
[zipcode=]울산 중구 우정동 300∼703 18976 ]
[zipcode=]울산 중구 우정동 704∼809 18977 ]
[zipcode=]울산 중구 우정동  18978 ]
[zipcode=]울산 중구 유곡동 울산광역시교육청  18979 ]
[zipcode=]울산 중구 유곡동 유곡e-편한세상아파트 (101∼110동) 18980 ]
[zipcode=]울산 중구 유곡동 유곡푸르지오아파트 (101∼110동) 18981 ]
[zipcode=]울산 중구 유곡동  18982 ]
[zipcode=]울산 중구 장현동  18983 ]
[zipcode=]울산 중구 태화동 강변맨션 (1∼3동) 18984 ]
[zipcode=]울산 중구 태화동 동강병원  18985 ]
[zipcode=]울산 중구 태화동 동부아파트  18986 ]
[zipcode=]울산 중구 태화동 삼익아파트 (101∼103동) 18987 ]
[zipcode=]울산 중구 태화동 일신아파트 (101∼103동) 18988 ]
[zipcode=]울산 중구 태화동 전원아파트 (101∼104동) 18989 ]
[zipcode=]울산 중구 태화동 희마아파트 (1∼2동) 18990 ]
[zipcode=]울산 중구 태화동 1∼149 18991 ]
[zipcode=]울산 중구 태화동 150∼151 18992 ]
[zipcode=]울산 중구 태화동 152∼250 18993 ]
[zipcode=]울산 중구 태화동 251∼399 18994 ]
[zipcode=]울산 중구 태화동 400∼782 18995 ]
[zipcode=]울산 중구 태화동 783∼1029 18996 ]
[zipcode=]울산 중구 태화동 산1∼91 18997 ]
[zipcode=]울산 중구 태화동  18998 ]
[zipcode=]울산 중구 학산동  18999 ]
[zipcode=]울산 중구 학성동 울산문화방송  19000 ]
[zipcode=]울산 중구 학성동 울산우체국  19001 ]
[zipcode=]울산 중구 학성동 1∼32 19002 ]
[zipcode=]울산 중구 학성동 33∼61 19003 ]
[zipcode=]울산 중구 학성동 62∼266 19004 ]
[zipcode=]울산 중구 학성동 267∼461 19005 ]
[zipcode=]울산 중구 학성동 462∼478 19006 ]
[zipcode=]울산 중구 학성동 산100 19007 ]
[zipcode=]울산 중구 학성동  19008 ]
[zipcode=]울산 중구 울산우체국사서함  19009 ]
[zipcode=]울산 울주군 범서읍 구영리 구영푸르지오1차아파트 (101∼206동) 19010 ]
[zipcode=]울산 울주군 범서읍 구영리 구영푸르지오2차아파트 (501∼508동) 19011 ]
[zipcode=]울산 울주군 범서읍 구영리 동문굿모닝힐아파트 (101∼107동) 19012 ]
[zipcode=]울산 울주군 범서읍 구영리 신한디아채 (101∼102동) 19013 ]
[zipcode=]울산 울주군 범서읍 구영리 우미린1차아파트 (301∼310동) 19014 ]
[zipcode=]울산 울주군 범서읍 구영리 우미린2차아파트 (701∼707동) 19015 ]
[zipcode=]울산 울주군 범서읍 구영리 울산울주경찰서  19016 ]
[zipcode=]울산 울주군 범서읍 구영리 일신파크맨션 (101∼103동) 19017 ]
[zipcode=]울산 울주군 범서읍 구영리 주공아파트 (101∼108동) 19018 ]
[zipcode=]울산 울주군 범서읍 구영리 풍경채아파트 (101∼105동) 19019 ]
[zipcode=]울산 울주군 범서읍 구영리 한신아파트  19020 ]
[zipcode=]울산 울주군 범서읍 구영리 현대아파트 (101∼302동) 19021 ]
[zipcode=]울산 울주군 범서읍 구영리 호반베르디움 (101∼108동) 19022 ]
[zipcode=]울산 울주군 범서읍 굴화리 강변그린아파트 (301∼406동) 19023 ]
[zipcode=]울산 울주군 범서읍 굴화리 굴화강변월드메르디앙아파트 (101∼111동) 19024 ]
[zipcode=]울산 울주군 범서읍 굴화리 문수마을동문굿모닝힐아파트 (101∼106동) 19025 ]
[zipcode=]울산 울주군 범서읍 천상리 경동태원하이빌아파트  19026 ]
[zipcode=]울산 울주군 범서읍 천상리 국태그린빌아파트 (101∼102동) 19027 ]
[zipcode=]울산 울주군 범서읍 천상리 그린코아아파트 (101∼102동) 19028 ]
[zipcode=]울산 울주군 범서읍 천상리 극동아파트 (101∼103동) 19029 ]
[zipcode=]울산 울주군 범서읍 천상리 동아아파트 (101∼103동) 19030 ]
[zipcode=]울산 울주군 범서읍 천상리 벽산아파트 (101∼103동) 19031 ]
[zipcode=]울산 울주군 범서읍 천상리 천상신한다솜아파트 (1∼3동) 19032 ]
[zipcode=]울산 울주군 범서읍 천상리 천상한라그린피스맨션 (101∼103동) 19033 ]
[zipcode=]울산 울주군 범서읍 천상리 청구그린타운아파트  19034 ]
[zipcode=]울산 울주군 범서읍 천상리 청구제네스아파트 (101∼102동) 19035 ]
[zipcode=]울산 울주군 범서읍 곡연리  19036 ]
[zipcode=]울산 울주군 범서읍 구영리  19037 ]
[zipcode=]울산 울주군 범서읍 굴화리  19038 ]
[zipcode=]울산 울주군 범서읍 두산리  19039 ]
[zipcode=]울산 울주군 범서읍 망성리  19040 ]
[zipcode=]울산 울주군 범서읍 반용리  19041 ]
[zipcode=]울산 울주군 범서읍 백천리  19042 ]
[zipcode=]울산 울주군 범서읍 사연리  19043 ]
[zipcode=]울산 울주군 범서읍 사일리  19044 ]
[zipcode=]울산 울주군 범서읍 서사리  19045 ]
[zipcode=]울산 울주군 범서읍 송현리  19046 ]
[zipcode=]울산 울주군 범서읍 욱곡리  19047 ]
[zipcode=]울산 울주군 범서읍 욱천리  19048 ]
[zipcode=]울산 울주군 범서읍 입암리  19049 ]
[zipcode=]울산 울주군 범서읍 장금리  19050 ]
[zipcode=]울산 울주군 범서읍 중리  19051 ]
[zipcode=]울산 울주군 범서읍 지지리  19052 ]
[zipcode=]울산 울주군 범서읍 진목리  19053 ]
[zipcode=]울산 울주군 범서읍 척과리  19054 ]
[zipcode=]울산 울주군 범서읍 천상리  19055 ]
[zipcode=]울산 울주군 범서읍  19056 ]
[zipcode=]울산 울주군 언양읍 반천현대아파트  19057 ]
[zipcode=]울산 울주군 언양읍 구수리  19058 ]
[zipcode=]울산 울주군 언양읍 남부리  19059 ]
[zipcode=]울산 울주군 언양읍 다개리  19060 ]
[zipcode=]울산 울주군 언양읍 대곡리  19061 ]
[zipcode=]울산 울주군 언양읍 동부리  19062 ]
[zipcode=]울산 울주군 언양읍 반곡리  19063 ]
[zipcode=]울산 울주군 언양읍 반송리  19064 ]
[zipcode=]울산 울주군 언양읍 반연리 울산과학기술대학교  19065 ]
[zipcode=]울산 울주군 언양읍 반연리  19066 ]
[zipcode=]울산 울주군 언양읍 반천리  19067 ]
[zipcode=]울산 울주군 언양읍 서부리 삼성아파트  19068 ]
[zipcode=]울산 울주군 언양읍 서부리  19069 ]
[zipcode=]울산 울주군 언양읍 송대리  19070 ]
[zipcode=]울산 울주군 언양읍 어음리  19071 ]
[zipcode=]울산 울주군 언양읍 직동리  19072 ]
[zipcode=]울산 울주군 언양읍 태기리  19073 ]
[zipcode=]울산 울주군 언양읍 평리  19074 ]
[zipcode=]울산 울주군 언양읍  19075 ]
[zipcode=]울산 울주군 온산읍 동백아파트  19076 ]
[zipcode=]울산 울주군 온산읍 동원아파트  19077 ]
[zipcode=]울산 울주군 온산읍 에스오일(주)  19078 ]
[zipcode=]울산 울주군 온산읍 주공아파트  19079 ]
[zipcode=]울산 울주군 온산읍 강양리  19080 ]
[zipcode=]울산 울주군 온산읍 당월리  19081 ]
[zipcode=]울산 울주군 온산읍 대정리  19082 ]
[zipcode=]울산 울주군 온산읍 덕신리 1∼700 19083 ]
[zipcode=]울산 울주군 온산읍 덕신리 701∼1328 19084 ]
[zipcode=]울산 울주군 온산읍 덕신리 1329 19085 ]
[zipcode=]울산 울주군 온산읍 덕신리 1330∼1900 19086 ]
[zipcode=]울산 울주군 온산읍 방도리  19087 ]
[zipcode=]울산 울주군 온산읍 산암리  19088 ]
[zipcode=]울산 울주군 온산읍 삼평리  19089 ]
[zipcode=]울산 울주군 온산읍 우봉리  19090 ]
[zipcode=]울산 울주군 온산읍 원산리  19091 ]
[zipcode=]울산 울주군 온산읍 이진리  19092 ]
[zipcode=]울산 울주군 온산읍 처용리  19093 ]
[zipcode=]울산 울주군 온산읍 학남리  19094 ]
[zipcode=]울산 울주군 온산읍 화산리  19095 ]
[zipcode=]울산 울주군 온산읍  19096 ]
[zipcode=]울산 울주군 온양읍 럭키아파트  19097 ]
[zipcode=]울산 울주군 온양읍 성림아파트  19098 ]
[zipcode=]울산 울주군 온양읍 우주아파트  19099 ]
[zipcode=]울산 울주군 온양읍 고산리  19100 ]
[zipcode=]울산 울주군 온양읍 남창리  19101 ]
[zipcode=]울산 울주군 온양읍 내광리  19102 ]
[zipcode=]울산 울주군 온양읍 대안리 대안현대아파트 (101∼107동) 19103 ]
[zipcode=]울산 울주군 온양읍 대안리 대우아파트 (101∼110동) 19104 ]
[zipcode=]울산 울주군 온양읍 대안리 미도파아파트 (101∼107동) 19105 ]
[zipcode=]울산 울주군 온양읍 대안리  19106 ]
[zipcode=]울산 울주군 온양읍 동상리  19107 ]
[zipcode=]울산 울주군 온양읍 망양리 회야리버아파트 (101∼103동) 19108 ]
[zipcode=]울산 울주군 온양읍 망양리  19109 ]
[zipcode=]울산 울주군 온양읍 발리  19110 ]
[zipcode=]울산 울주군 온양읍 삼광리  19111 ]
[zipcode=]울산 울주군 온양읍 외광리  19112 ]
[zipcode=]울산 울주군 온양읍 운화리  19113 ]
[zipcode=]울산 울주군 온양읍  19114 ]
[zipcode=]울산 울주군 두동면 구미리  19115 ]
[zipcode=]울산 울주군 두동면 만화리  19116 ]
[zipcode=]울산 울주군 두동면 봉계리  19117 ]
[zipcode=]울산 울주군 두동면 삼정리  19118 ]
[zipcode=]울산 울주군 두동면 월평리  19119 ]
[zipcode=]울산 울주군 두동면 은편리  19120 ]
[zipcode=]울산 울주군 두동면 이전리  19121 ]
[zipcode=]울산 울주군 두동면 천전리  19122 ]
[zipcode=]울산 울주군 두동면  19123 ]
[zipcode=]울산 울주군 두서면 구량리  19124 ]
[zipcode=]울산 울주군 두서면 내와리  19125 ]
[zipcode=]울산 울주군 두서면 미호리  19126 ]
[zipcode=]울산 울주군 두서면 복안리  19127 ]
[zipcode=]울산 울주군 두서면 서하리  19128 ]
[zipcode=]울산 울주군 두서면 인보리  19129 ]
[zipcode=]울산 울주군 두서면 전읍리  19130 ]
[zipcode=]울산 울주군 두서면 차리  19131 ]
[zipcode=]울산 울주군 두서면 활천리  19132 ]
[zipcode=]울산 울주군 두서면  19133 ]
[zipcode=]울산 울주군 삼남면 삼성SDI  19134 ]
[zipcode=]울산 울주군 삼남면 가천리  19135 ]
[zipcode=]울산 울주군 삼남면 교동리  19136 ]
[zipcode=]울산 울주군 삼남면 방기리  19137 ]
[zipcode=]울산 울주군 삼남면 상천리  19138 ]
[zipcode=]울산 울주군 삼남면 신화리  19139 ]
[zipcode=]울산 울주군 삼남면  19140 ]
[zipcode=]울산 울주군 삼동면 금곡리  19141 ]
[zipcode=]울산 울주군 삼동면 둔기리  19142 ]
[zipcode=]울산 울주군 삼동면 보은리  19143 ]
[zipcode=]울산 울주군 삼동면 작동리  19144 ]
[zipcode=]울산 울주군 삼동면 조일리  19145 ]
[zipcode=]울산 울주군 삼동면 출강리  19146 ]
[zipcode=]울산 울주군 삼동면 하잠리  19147 ]
[zipcode=]울산 울주군 삼동면  19148 ]
[zipcode=]울산 울주군 상북면 거리  19149 ]
[zipcode=]울산 울주군 상북면 궁근정리  19150 ]
[zipcode=]울산 울주군 상북면 길천리  19151 ]
[zipcode=]울산 울주군 상북면 덕현리  19152 ]
[zipcode=]울산 울주군 상북면 등억리  19153 ]
[zipcode=]울산 울주군 상북면 명촌리  19154 ]
[zipcode=]울산 울주군 상북면 산전리  19155 ]
[zipcode=]울산 울주군 상북면 소호리  19156 ]
[zipcode=]울산 울주군 상북면 양등리  19157 ]
[zipcode=]울산 울주군 상북면 이천리  19158 ]
[zipcode=]울산 울주군 상북면 지내리  19159 ]
[zipcode=]울산 울주군 상북면 천전리  19160 ]
[zipcode=]울산 울주군 상북면 향산리  19161 ]
[zipcode=]울산 울주군 상북면  19162 ]
[zipcode=]울산 울주군 서생면 강월리  19163 ]
[zipcode=]울산 울주군 서생면 나사리  19164 ]
[zipcode=]울산 울주군 서생면 대송리  19165 ]
[zipcode=]울산 울주군 서생면 마근리  19166 ]
[zipcode=]울산 울주군 서생면 막곡리  19167 ]
[zipcode=]울산 울주군 서생면 명산리  19168 ]
[zipcode=]울산 울주군 서생면 비학리  19169 ]
[zipcode=]울산 울주군 서생면 서생리  19170 ]
[zipcode=]울산 울주군 서생면 송정리  19171 ]
[zipcode=]울산 울주군 서생면 술마리  19172 ]
[zipcode=]울산 울주군 서생면 신리  19173 ]
[zipcode=]울산 울주군 서생면 신암리  19174 ]
[zipcode=]울산 울주군 서생면 양암리  19175 ]
[zipcode=]울산 울주군 서생면 연산리  19176 ]
[zipcode=]울산 울주군 서생면 온곡리  19177 ]
[zipcode=]울산 울주군 서생면 용리  19178 ]
[zipcode=]울산 울주군 서생면 용연리  19179 ]
[zipcode=]울산 울주군 서생면 위곡리  19180 ]
[zipcode=]울산 울주군 서생면 위양리  19181 ]
[zipcode=]울산 울주군 서생면 진하리  19182 ]
[zipcode=]울산 울주군 서생면 평동리  19183 ]
[zipcode=]울산 울주군 서생면 화산리  19184 ]
[zipcode=]울산 울주군 서생면 화정리  19185 ]
[zipcode=]울산 울주군 서생면  19186 ]
[zipcode=]울산 울주군 웅촌면 장백아파트  19187 ]
[zipcode=]울산 울주군 웅촌면 검단리  19188 ]
[zipcode=]울산 울주군 웅촌면 고연리  19189 ]
[zipcode=]울산 울주군 웅촌면 곡천리 춘해보건대학  19190 ]
[zipcode=]울산 울주군 웅촌면 곡천리  19191 ]
[zipcode=]울산 울주군 웅촌면 대대리  19192 ]
[zipcode=]울산 울주군 웅촌면 대복리  19193 ]
[zipcode=]울산 울주군 웅촌면 석천리  19194 ]
[zipcode=]울산 울주군 웅촌면 오복리  19195 ]
[zipcode=]울산 울주군 웅촌면 은현리  19196 ]
[zipcode=]울산 울주군 웅촌면 초천리  19197 ]
[zipcode=]울산 울주군 웅촌면 통천리  19198 ]
[zipcode=]울산 울주군 웅촌면  19199 ]
[zipcode=]울산 울주군 청량면 유림아파트  19200 ]
[zipcode=]울산 울주군 청량면 개곡리  19201 ]
[zipcode=]울산 울주군 청량면 덕하리  19202 ]
[zipcode=]울산 울주군 청량면 동천리  19203 ]
[zipcode=]울산 울주군 청량면 문죽리  19204 ]
[zipcode=]울산 울주군 청량면 삼정리 쌍용하나빌리지1단지 (101∼108동) 19205 ]
[zipcode=]울산 울주군 청량면 삼정리 쌍용하나빌리지2단지 (201∼208동) 19206 ]
[zipcode=]울산 울주군 청량면 삼정리 쌍용하나빌리지3단지 (301∼307동) 19207 ]
[zipcode=]울산 울주군 청량면 삼정리  19208 ]
[zipcode=]울산 울주군 청량면 상남리 1∼623 19209 ]
[zipcode=]울산 울주군 청량면 상남리 624∼1143 19210 ]
[zipcode=]울산 울주군 청량면 상남리 산1∼6 19211 ]
[zipcode=]울산 울주군 청량면 신전신리  19212 ]
[zipcode=]울산 울주군 청량면 용암리  19213 ]
[zipcode=]울산 울주군 청량면 율리  19214 ]
[zipcode=]울산 울주군 청량면 중리  19215 ]
[zipcode=]울산 울주군 청량면  19216 ]
